h264-ufSSIM,h264-ufPNSR,h264-sfSSIM,h264-sfPNSR,h264-vfSSIM,h264-vfPNSR,h264-ferSSIM,h264-ferPNSR,h264-fSSIM,h265-fPNSR,h264-mSSIM,h264-mPNSR
1.03,1.03,0.93,0.93,0.96,0.96,0.94,0.94,0.92,0.92,0.92,0.92
