h264-ufSSIM,h264-ufPNSR,h264-sfSSIM,h264-sfPNSR,h264-vfSSIM,h264-vfPNSR,h264-ferSSIM,h264-ferPNSR,h264-fSSIM,h265-fPNSR,h264-mSSIM,h264-mPNSR
94.74,94.74,100.62,101.49,97.86,97.86,99.76,99.76,102.71,102.71,102.76,102.76
