h264-ufSSIM,h264-ufPNSR,h264-sfSSIM,h264-sfPNSR,h264-vfSSIM,h264-vfPNSR,h264-ferSSIM,h264-ferPNSR,h264-fSSIM,h265-fPNSR,h264-mSSIM,h264-mPNSR
97.12,97.12,94.05,94.69,94.16,94.16,94.08,94.08,94.88,94.88,95.02,95.02
